Manufacturer,Name,Displacement,Cylinders,Transmission,Drive,CityMPG,HighwayMPG
MERCEDES-BENZ,CL63 AMG,6.2,8,Auto(S7),R,11,18
MERCEDES-BENZ,CL65 AMG,5.5,12,Auto(S5),R,11,17
MERCEDES-BENZ,CLS550,5.5,8,Auto(L7),R,14,21
MERCEDES-BENZ,CLS63 AMG,6.2,8,Auto(S7),R,12,18
MITSUBISHI,LANCER,2,4,Auto(AV),F,22,29
MITSUBISHI,LANCER,2,4,Manual(M5),F,21,29
MITSUBISHI,LANCER EVOLUTION,2,4,Auto(S6),4,17,22
MITSUBISHI,LANCER EVOLUTION,2,4,Manual(M5),4,16,22
PONTIAC,G6,2.4,4,Auto(L4),F,22,30
PONTIAC,G6,3.5,6,Auto(L4),F,18,29
PONTIAC,G6,3.5,6,Auto(S4),F,17,26
PONTIAC,G6,3.6,6,Auto(S6),F,17,26
PONTIAC,G6,3.9,6,Auto(S4),F,15,22
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,6.7,12,Auto(S6),R,11,18
SAAB,9-3 AERO SEDAN AWD,2.8,6,Auto(S6),4,15,24
SAAB,9-3 AERO SEDAN AWD,2.8,6,Manual(M6),4,16,24
SAAB,9-3 SPORT SEDAN,2,4,Auto(S5),F,19,26
SAAB,9-3 SPORT SEDAN,2,4,Manual(M6),F,19,29
SAAB,9-3 SPORT SEDAN,2.8,6,Auto(S6),F,15,24
SAAB,9-3 SPORT SEDAN,2.8,6,Manual(M6),F,16,26
SATURN,ASTRA 2D HATCHBACK,1.8,4,Auto(L4),F,24,30
SATURN,ASTRA 2D HATCHBACK,1.8,4,Manual(M5),F,24,32
SATURN,ASTRA 4DR HATCHBACK,1.8,4,Auto(L4),F,24,30
SATURN,ASTRA 4DR HATCHBACK,1.8,4,Manual(M5),F,24,32
SUBARU,IMPREZA AWD,2.5,4,Auto(S4),4,20,25
SUBARU,IMPREZA AWD,2.5,4,Auto(S4),4,20,27
SUBARU,IMPREZA AWD,2.5,4,Manual(M5),4,19,25
SUBARU,IMPREZA AWD,2.5,4,Manual(M5),4,20,27
SUBARU,LEGACY AWD,2.5,4,Auto(S4),4,20,27
SUBARU,LEGACY AWD,2.5,4,Auto(S5),4,18,24
SUBARU,LEGACY AWD,2.5,4,Manual(M5),4,19,25
SUBARU,LEGACY AWD,2.5,4,Manual(M5),4,20,27
SUBARU,LEGACY AWD,2.5,4,Manual(M6),4,17,24
SUBARU,LEGACY AWD,3,6,Auto(S5),4,17,24
SUZUKI,FORENZA,2,4,Auto(A4),F,19,28
SUZUKI,FORENZA,2,4,Manual(M5),F,20,28
SUZUKI,RENO,2,4,Auto(A4),F,19,28
SUZUKI,RENO,2,4,Manual(M5),F,20,28
SUZUKI,SX4 SEDAN,2,4,Auto(L4),F,23,31
SUZUKI,SX4 SEDAN,2,4,Manual(M5),F,22,30
TOYOTA,CAMRY SOLARA,2.4,4,Auto(S5),F,22,31
TOYOTA,CAMRY SOLARA,2.4,4,Manual(M5),F,21,31
TOYOTA,CAMRY SOLARA,3.3,6,Auto(S5),F,18,27
TOYOTA,CAMRY SOLARA CONVERTIBLE,3.3,6,Auto(S5),F,18,26
TOYOTA,COROLLA,1.8,4,Auto(L4),F,26,35
TOYOTA,COROLLA,1.8,4,Manual(M5),F,28,37
VOLKSWAGEN,GTI,2,4,Auto(S6),F,22,29
VOLKSWAGEN,GTI,2,4,Manual(M6),F,20,29
VOLKSWAGEN,JETTA,2,4,Auto(S6),F,22,29
VOLKSWAGEN,JETTA,2,4,Manual(M6),F,20,29
VOLKSWAGEN,JETTA,2.5,5,Auto(S6),F,21,29
VOLKSWAGEN,JETTA,2.5,5,Manual(M5),F,21,29
VOLKSWAGEN,R32,3.2,6,Auto(S6),4,18,23
VOLKSWAGEN,RABBIT,2.5,5,Auto(S6),F,21,29
VOLKSWAGEN,RABBIT,2.5,5,Manual(M5),F,22,29
VOLVO,C30 FWD,2.4,5,Auto(S5),F,20,28
VOLVO,C30 FWD,2.4,5,Manual(M5),F,20,28
VOLVO,C30 FWD,2.5,5,Auto(S5),F,19,27
VOLVO,C30 FWD,2.5,5,Manual(M6),F,19,28
VOLVO,S40 AWD,2.5,5,Auto(S5),4,18,26
VOLVO,S40 AWD,2.5,5,Manual(M6),4,17,25
VOLVO,S40 FWD,2.4,5,Auto(S5),F,20,28
VOLVO,S40 FWD,2.4,5,Manual(M5),F,20,28
VOLVO,S40 FWD,2.5,5,Auto(S5),F,19,27
VOLVO,S40 FWD,2.5,5,Manual(M6),F,19,28
VOLVO,S60 AWD,2.5,5,Auto(L5),4,17,26
VOLVO,S60 AWD,2.5,5,Auto(S5),4,18,26
VOLVO,S60 FWD,2.4,5,Auto(S5),F,18,26
VOLVO,S60 FWD,2.4,5,Manual(M6),F,18,26
VOLVO,S60 FWD,2.5,5,Auto(L5),F,19,27
VOLVO,S60 FWD,2.5,5,Auto(S5),F,19,27
ACURA,RL,3.5,6,Auto(S5),4,16,24
ACURA,TL,3.2,6,Auto(S5),F,18,26
ACURA,TL,3.5,6,Auto(S5),F,17,26
ACURA,TL,3.5,6,Manual(M6),F,18,27
AUDI,A6,3.1,6,Auto(AV),F,18,27
AUDI,A6 QUATTRO,3.1,6,Auto(S6),4,17,25
AUDI,A6 QUATTRO,4.2,8,Auto(S6),4,16,23
AUDI,A8,4.2,8,Auto(S6),4,16,23
AUDI,S6,5.2,10,Auto(S6),4,14,19
AUDI,S8,5.2,10,Auto(S6),4,13,19
BENTLEY,ARNAGE,6.7,8,Auto(S6),R,10,15
BENTLEY,CONTINENTAL FLYING SPUR,6,12,Auto(S6),4,10,17
BMW,528I,3,6,Auto(S6),R,18,27
BMW,528I,3,6,Manual(M6),R,18,28
BMW,528XI,3,6,Auto(S6),4,17,25
BMW,528XI,3,6,Manual(M6),4,17,25
BMW,535I,3,6,Auto(S6),R,17,26
BMW,535I,3,6,Manual(M6),R,17,26
BMW,535XI,3,6,Auto(S6),4,17,25
BMW,535XI,3,6,Manual(M6),4,16,25
BMW,550I,4.8,8,Auto(S6),R,15,23
BMW,550I,4.8,8,Manual(M6),R,15,22
BMW,M5,5,10,Auto(S7),R,11,17
BMW,M5,5,10,Manual(M6),R,11,17
BUICK,LACROSSE/ALLURE,3.6,6,Auto(L4),F,17,25
BUICK,LACROSSE/ALLURE,3.8,6,Auto(L4),F,17,28
BUICK,LACROSSE/ALLURE,5.3,8,Auto(L4),F,16,24
CADILLAC,CTS,3.6,6,Auto(S6),R,18,26
CADILLAC,CTS,3.6,6,Auto(S6),R,17,26
CADILLAC,CTS,3.6,6,Manual(M6),R,16,25
CADILLAC,CTS,3.6,6,Manual(M6),R,16,25
CADILLAC,CTS AWD,3.6,6,Auto(S6),4,17,25
CADILLAC,CTS AWD,3.6,6,Auto(S6),4,17,26
CADILLAC,STS,3.6,6,Auto(S6),R,17,26
CADILLAC,STS,4.4,8,Auto(S6),R,13,19
CADILLAC,STS,4.6,8,Auto(S6),R,15,24
CADILLAC,STS AWD,3.6,6,Auto(S6),4,17,26
CADILLAC,STS AWD,4.6,8,Auto(S6),4,14,21
CHEVROLET,CLASSIC,2.2,4,Auto(L4),F,21,31
CHEVROLET,CLASSIC,3.5,6,Auto(L4),F,18,28
CHEVROLET,MALIBU,2.4,4,Auto(L4),F,22,30
CHEVROLET,MALIBU,2.4,4,Auto(S6),F,22,32
CHEVROLET,MALIBU,3.5,6,Auto(L4),F,18,29
CHEVROLET,MALIBU,3.6,6,Auto(S6),F,17,26
CHEVROLET,MALIBU HYBRID,2.4,4,Auto(L4),F,24,32
CHRYSLER,SEBRING,2.4,4,Auto(L4),F,21,30
CHRYSLER,SEBRING,2.7,6,Auto(L4),F,19,27
CHRYSLER,SEBRING,2.7,6,Auto(L4),F,13,20
CHRYSLER,SEBRING,2.7,6,Auto(L4),F,19,27
CHRYSLER,SEBRING,3.5,6,Auto(L6),F,16,26
CHRYSLER,SEBRING AWD,3.5,6,Auto(L6),4,15,24
DODGE,AVENGER,2.4,4,Auto(L4),F,21,30
DODGE,AVENGER,2.7,6,Auto(L4),F,19,27
DODGE,AVENGER,2.7,6,Auto(L4),F,13,20
DODGE,AVENGER,2.7,6,Auto(L4),F,19,27
DODGE,AVENGER,3.5,6,Auto(L6),F,16,26
DODGE,AVENGER AWD,3.5,6,Auto(L6),4,15,24
DODGE,CALIBER,1.8,4,Manual(M5),F,24,29
DODGE,CALIBER,2,4,Auto(AV),F,23,27
DODGE,CALIBER,2.4,4,Auto(AV),F,21,25
DODGE,CALIBER,2.4,4,Manual(M5),F,23,29
DODGE,CALIBER AWD,2.4,4,Auto(AV),4,21,24
DODGE,CHALLENGER,6.1,8,Auto(L5),R,13,18
FERRARI,FERRARI 612 SCAGLIETTI,5.7,12,Auto(A6),R,9,16
FERRARI,FERRARI 612 SCAGLIETTI,5.7,12,Manual(M6),R,10,15
FORD,FUSION AWD,3,6,Auto(L6),4,17,25
FORD,FUSION FWD,2.3,4,Auto(L5),F,20,28
FORD,FUSION FWD,2.3,4,Manual(M5),F,20,29
FORD,FUSION FWD,3,6,Auto(L6),F,18,26
HYUNDAI,ELANTRA,2,4,Auto(L4),F,25,33
HYUNDAI,ELANTRA,2,4,Manual(M5),F,24,33
INFINITI,G35,3.5,6,Auto(S5),R,17,24
INFINITI,G35,3.5,6,Manual(M6),R,17,25
INFINITI,G35X,3.5,6,Auto(S5),4,17,23
JAGUAR,JAGUAR S-TYPE 3.0 LITRE,3,6,Auto(L6),R,17,26
JAGUAR,JAGUAR S-TYPE 4.2 LITRE,4.2,8,Auto(L6),R,16,24
JAGUAR,JAGUAR S-TYPE R,4.2,8,Auto(L6),R,15,22
JAGUAR,JAGUAR X-TYPE SPORT BRAKE,3,6,Auto(L5),4,16,22
KIA,OPTIMA,2.4,4,Auto(L5),F,21,31
KIA,OPTIMA,2.4,4,Manual(M5),F,21,31
KIA,OPTIMA,2.7,6,Auto(L5),F,20,28
KIA,SPECTRA,2,4,Auto(L4),F,24,32
KIA,SPECTRA,2,4,Manual(M5),F,23,30
LEXUS,ES 350,3.5,6,Auto(S6),F,19,27
LEXUS,GS 350,3.5,6,Auto(S6),R,19,27
LEXUS,GS 350 AWD,3.5,6,Auto(S6),4,18,25
LEXUS,GS 460,4.6,8,Auto(S8),R,17,24
LEXUS,LS 460,4.6,8,Auto(S8),R,16,24
LEXUS,LS 460 L,4.6,8,Auto(S8),R,16,24
LEXUS,LS 600HL,5,8,Auto(S8),4,20,22
LINCOLN-MERCURY,MILAN AWD,3,6,Auto(L6),4,17,25
LINCOLN-MERCURY,MILAN FWD,2.3,4,Auto(L5),F,20,28
LINCOLN-MERCURY,MILAN FWD,2.3,4,Manual(M5),F,20,29
LINCOLN-MERCURY,MILAN FWD,3,6,Auto(L6),F,18,26
LINCOLN-MERCURY,MKZ AWD,3.5,6,Auto(L6),4,17,24
LINCOLN-MERCURY,MKZ FWD,3.5,6,Auto(L6),F,18,28
MAZDA,MAZDA 6,2.3,4,Auto(S5),F,21,28
MAZDA,MAZDA 6,2.3,4,Manual(M5),F,21,29
MAZDA,MAZDA 6,3,6,Auto(S6),F,18,25
MAZDA,MAZDA 6,3,6,Manual(M5),F,17,25
MAZDA,MAZDASPEED3,2.3,4,Manual(M6),F,18,26
MERCEDES-BENZ,E320 BLUETEC,3,6,Auto(L7),R,23,32
MERCEDES-BENZ,E350,3.5,6,Auto(L7),R,17,24
MERCEDES-BENZ,E350 4MATIC,3.5,6,Auto(L5),4,16,22
MERCEDES-BENZ,E550,5.5,8,Auto(L7),R,15,22
MERCEDES-BENZ,E550 4MATIC,5.5,8,Auto(L7),4,13,19
MERCEDES-BENZ,E63 AMG,6.2,8,Auto(S7),R,12,19
MITSUBISHI,GALANT,2.4,4,Auto(S4),F,20,27
MITSUBISHI,GALANT,3.8,6,Auto(S5),F,17,25
NISSAN,ALTIMA,2.5,4,Auto(AV),F,23,31
NISSAN,ALTIMA,2.5,4,Manual(M6),F,23,32
NISSAN,ALTIMA,3.5,6,Auto(AV),F,19,26
NISSAN,ALTIMA,3.5,6,Manual(M6),F,19,27
NISSAN,ALTIMA HYBRID,2.5,4,Auto(AV),F,35,33
NISSAN,MAXIMA,3.5,6,Auto(AV),F,19,25
NISSAN,SENTRA,2,4,Auto(AV),F,25,33
NISSAN,SENTRA,2,4,Manual(M6),F,24,31
NISSAN,SENTRA,2.5,4,Auto(AV),F,24,30
NISSAN,SENTRA,2.5,4,Manual(M6),F,21,29
NISSAN,VERSA,1.8,4,Auto(AV),F,27,33
NISSAN,VERSA,1.8,4,Auto(L4),F,24,32
NISSAN,VERSA,1.8,4,Manual(M6),F,26,31
PONTIAC,GRAND PRIX,3.8,6,Auto(L4),F,18,28
PONTIAC,GRAND PRIX,5.3,8,Auto(S4),F,16,25
ROLLS-ROYCE,PHANTOM,6.7,12,Auto(S6),R,11,18
ROLLS-ROYCE,PHANTOM EWB,6.7,12,Auto(S6),R,11,18
SAAB,9-5 SEDAN,2.3,4,Auto(S5),F,17,26
SAAB,9-5 SEDAN,2.3,4,Manual(M5),F,18,28
SATURN,AURA,2.4,4,Auto(L4),F,22,30
SATURN,AURA,3.5,6,Auto(L4),F,18,29
SATURN,AURA,3.6,6,Auto(S6),F,17,26
SATURN,AURA HYBRID,2.4,4,Auto(L4),F,24,32
TOYOTA,CAMRY,2.4,4,Auto(L5),F,21,31
TOYOTA,CAMRY,2.4,4,Manual(M5),F,21,31
TOYOTA,CAMRY,3.5,6,Auto(S6),F,19,28
TOYOTA,CAMRY HYBRID,2.4,4,Auto(AV),F,33,34
TOYOTA,PRIUS,1.5,4,Auto(AV),F,48,45
VOLKSWAGEN,PASSAT,2,4,Auto(S6),F,19,28
VOLKSWAGEN,PASSAT,2,4,Manual(M6),F,20,29
VOLKSWAGEN,PASSAT,3.6,6,Auto(S6),F,17,26
VOLKSWAGEN,PASSAT 4MOTION,3.6,6,Auto(S6),4,16,24
VOLVO,S80 AWD,3,6,Auto(S6),4,15,23
VOLVO,S80 AWD,3.2,6,Auto(S6),4,16,24
VOLVO,S80 AWD,4.4,8,Auto(S6),4,15,23
VOLVO,S80 FWD,3.2,6,Auto(S6),F,16,24
ALPINA,BMW ALPINA B7,4.4,8,Auto(S6),R,14,21
AUDI,A8 L,4.2,8,Auto(S6),4,16,23
AUDI,A8 L,6,12,Auto(S6),4,13,19
BENTLEY,ARNAGE RL,6.7,8,Auto(S6),R,9,15
BMW,750I,4.8,8,Auto(S6),R,15,23
BMW,750LI,4.8,8,Auto(S6),R,15,23
BMW,760LI,6,12,Auto(S6),R,13,20
BUICK,LUCERNE,3.8,6,Auto(L4),F,16,25
BUICK,LUCERNE,4.6,8,Auto(L4),F,15,23
BUICK,LUCERNE,4.6,8,Auto(L4),F,15,22
CADILLAC,DTS,4.6,8,Auto(L4),F,15,23
CADILLAC,DTS,4.6,8,Auto(L4),F,15,22
CADILLAC,FUNERAL COACH/HEARSE,4.6,8,Auto(L4),F,13,18
CADILLAC,LIMOUSINE,4.6,8,Auto(L4),F,13,18
CHEVROLET,IMPALA,3.5,6,Auto(L4),F,18,29
CHEVROLET,IMPALA,3.5,6,Auto(L4),F,14,21
CHEVROLET,IMPALA,3.5,6,Auto(L4),F,18,29
CHEVROLET,IMPALA,3.9,6,Auto(L4),F,13,20
CHEVROLET,IMPALA,3.9,6,Auto(L4),F,18,28
CHEVROLET,IMPALA,5.3,8,Auto(L4),F,16,24
CHRYSLER,300 AWD,3.5,6,Auto(L5),4,15,22
CHRYSLER,300 AWD,5.7,8,Auto(L5),4,15,22
CHRYSLER,300/SRT-8,2.7,6,Auto(L4),R,18,26
CHRYSLER,300/SRT-8,3.5,6,Auto(L4),R,17,24
CHRYSLER,300/SRT-8,3.5,6,Auto(L5),R,17,24
CHRYSLER,300/SRT-8,5.7,8,Auto(L5),R,15,23
CHRYSLER,300/SRT-8,6.1,8,Auto(L5),R,13,18
DODGE,CHARGER,2.7,6,Auto(L4),R,18,26
DODGE,CHARGER,3.5,6,Auto(L4),R,17,24
DODGE,CHARGER,3.5,6,Auto(L5),R,17,24
DODGE,CHARGER,5.7,8,Auto(L5),R,15,23
DODGE,CHARGER,6.1,8,Auto(L5),R,13,18
DODGE,CHARGER AWD,3.5,6,Auto(L5),4,15,22
DODGE,CHARGER AWD,5.7,8,Auto(L5),4,15,22
FORD,CROWN VICTORIA FFV,4.6,8,Auto(L4),R,11,16
FORD,CROWN VICTORIA FFV,4.6,8,Auto(L4),R,15,23
FORD,TAURUS AWD,3.5,6,Auto(L6),4,17,24
FORD,TAURUS FWD,3.5,6,Auto(L6),F,18,28
HONDA,ACCORD 4DR SEDAN,2.4,4,Auto(L5),F,21,31
HONDA,ACCORD 4DR SEDAN,2.4,4,Manual(M5),F,22,31
HONDA,ACCORD 4DR SEDAN,3.5,6,Auto(L5),F,19,29
HYUNDAI,AZERA,3.3,6,Auto(L5),F,18,26
HYUNDAI,AZERA,3.8,6,Auto(L5),F,17,26
HYUNDAI,SONATA,2.4,4,Auto(L4),F,21,30
HYUNDAI,SONATA,2.4,4,Manual(M5),F,21,31
HYUNDAI,SONATA,3.3,6,Auto(L5),F,19,28
INFINITI,M35,3.5,6,Auto(S5),R,16,23
INFINITI,M35X,3.5,6,Auto(S5),4,16,22
INFINITI,M45,4.5,8,Auto(S5),R,16,21
INFINITI,M45X,4.5,8,Auto(S5),4,14,20
JAGUAR,JAGUAR SUPER V8,4.2,8,Auto(L6),R,15,22
JAGUAR,JAGUAR VDP LWB,4.2,8,Auto(L6),R,16,25
JAGUAR,JAGUAR XJ8,4.2,8,Auto(L6),R,16,25
JAGUAR,JAGUAR XJ8L,4.2,8,Auto(L6),R,16,25
JAGUAR,JAGUAR XJR,4.2,8,Auto(L6),R,15,22
KIA,AMANTI,3.8,6,Auto(L5),F,17,24
LINCOLN-MERCURY,GRAND MARQUIS FFV,4.6,8,Auto(L4),R,11,16
LINCOLN-MERCURY,GRAND MARQUIS FFV,4.6,8,Auto(L4),R,15,23
LINCOLN-MERCURY,SABLE AWD,3.5,6,Auto(L6),4,17,24
LINCOLN-MERCURY,SABLE FWD,3.5,6,Auto(L6),F,18,28
LINCOLN-MERCURY,TOWN CAR,4.6,8,Auto(L4),R,15,22
LINCOLN-MERCURY,TOWN CAR FFV,4.6,8,Auto(L4),R,11,16
LINCOLN-MERCURY,TOWN CAR FFV,4.6,8,Auto(L4),R,15,23
MASERATI,MASERATI QUATTROPORTE,4.2,8,Auto(A6),R,12,18
MERCEDES-BENZ,MAYBACH 57,5.5,12,Auto(L5),R,10,16
MERCEDES-BENZ,MAYBACH 57S,6,12,Auto(L5),R,10,16
MERCEDES-BENZ,MAYBACH 62,5.5,12,Auto(L5),R,10,16
MERCEDES-BENZ,MAYBACH 62S,6,12,Auto(L5),R,10,16
MERCEDES-BENZ,S550,5.5,8,Auto(L7),R,14,21
MERCEDES-BENZ,S550 4MATIC,5.5,8,Auto(L7),4,14,20
MERCEDES-BENZ,S600,5.5,12,Auto(L5),R,11,17
MERCEDES-BENZ,S63 AMG,6.2,8,Auto(S7),R,11,17
MERCEDES-BENZ,S65 AMG,6,12,Auto(S5),R,11,17
PONTIAC,G8,3.6,6,Auto(S5),R,17,25
PONTIAC,G8,6,8,Auto(S6),R,15,24
TOYOTA,AVALON,3.5,6,Auto(S6),F,19,28
AUDI,A3,2,4,Auto(S6),F,22,29
AUDI,A3,2,4,Manual(M6),F,20,29
AUDI,A3 QUATTRO,3.2,6,Auto(S6),4,18,25
AUDI,A4 AVANT QUATTRO,2,4,Auto(S6),4,19,27
AUDI,A4 AVANT QUATTRO,2,4,Manual(M6),4,20,28
AUDI,A4 AVANT QUATTRO,3.1,6,Auto(S6),4,17,25
AUDI,A4 AVANT QUATTRO,3.1,6,Manual(M6),4,15,25
AUDI,S4 AVANT,4.2,8,Auto(S6),4,14,21
AUDI,S4 AVANT,4.2,8,Manual(M6),4,13,20
BMW,328I SPORT WAGON,3,6,Auto(S6),R,18,27
BMW,328I SPORT WAGON,3,6,Manual(M6),R,17,27
BMW,328XI SPORT WAGON,3,6,Auto(S6),4,17,25
BMW,328XI SPORT WAGON,3,6,Manual(M6),4,17,25
HONDA,FIT,1.5,4,Auto(L5),F,27,34
HONDA,FIT,1.5,4,Auto(S5),F,27,33
HONDA,FIT,1.5,4,Manual(M5),F,28,34
INFINITI,EX35,3.5,6,Auto(S5),R,17,24
INFINITI,EX35,3.5,6,Auto(S5),4,16,23
PONTIAC,VIBE,1.8,4,Auto(L4),F,25,31
PONTIAC,VIBE,1.8,4,Manual(M5),F,26,33
SAAB,9-3 AERO SPORTCOMBI AWD,2.8,6,Auto(S6),4,15,24
SAAB,9-3 AERO SPORTCOMBI AWD,2.8,6,Manual(M6),4,16,24
SAAB,9-3 SPORTCOMBI,2,4,Auto(S5),F,18,24
SAAB,9-3 SPORTCOMBI,2,4,Manual(M6),F,19,29
SAAB,9-3 SPORTCOMBI,2.8,6,Auto(S6),F,15,24
SAAB,9-3 SPORTCOMBI,2.8,6,Manual(M6),F,16,26
SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Auto(S4),4,20,25
SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Auto(S4),4,20,27
SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Manual(M5),4,19,25
SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Manual(M5),4,20,27
SUBARU,IMPREZA WGN/OUTBACK SPT AWD,2.5,4,Manual(M6),4,17,23
SUZUKI,FORENZA WAGON,2,4,Auto(A4),F,19,27
SUZUKI,FORENZA WAGON,2,4,Manual(M5),F,19,27
SUZUKI,SX4,2,4,Auto(L4),F,22,30
SUZUKI,SX4,2,4,Manual(M5),F,22,30
SUZUKI,SX4 AWD,2,4,Auto(L4),4,21,28
SUZUKI,SX4 AWD,2,4,Manual(M5),4,21,28
TOYOTA,COROLLA MATRIX,1.8,4,Auto(L4),F,25,31
TOYOTA,COROLLA MATRIX,1.8,4,Manual(M5),F,26,33
